DSC,simulate,analyze,score,score.metric
81,bigstep,HPR,beta3_value,4.914245
82,bigstep,HPR,beta3_value,4.879785
83,bigstep,HPR,beta3_value,4.868964999999999
84,bigstep,HPR,beta3_value,4.892115
85,bigstep,HPR,beta3_value,4.9231750000000005
86,bigstep,HPR,beta3_value,5.175280000000001
87,bigstep,HPR,beta3_value,5.13345
88,bigstep,HPR,beta3_value,5.02728
89,bigstep,HPR,beta3_value,4.96829
90,bigstep,HPR,beta3_value,5.068625
91,bigstep,HPR,beta3_value,4.752225
92,bigstep,HPR,beta3_value,4.82802
93,bigstep,HPR,beta3_value,5.07302
94,bigstep,HPR,beta3_value,4.947895
95,bigstep,HPR,beta3_value,4.827505
96,bigstep,HPR,beta3_value,4.971275
97,bigstep,HPR,beta3_value,4.893425000000001
98,bigstep,HPR,beta3_value,4.93014
99,bigstep,HPR,beta3_value,4.813454999999999
100,bigstep,HPR,beta3_value,4.83128
1,bigstep,HPR,beta4_value,0.013285950000000001
2,bigstep,HPR,beta4_value,0.0033193249999999997
3,bigstep,HPR,beta4_value,0.022516750000000002
4,bigstep,HPR,beta4_value,-0.0168885
5,bigstep,HPR,beta4_value,0.0075653149999999995
6,bigstep,HPR,beta4_value,-0.00643377
7,bigstep,HPR,beta4_value,0.0025686299999999997
8,bigstep,HPR,beta4_value,0.00710762
9,bigstep,HPR,beta4_value,0.0186879
10,bigstep,HPR,beta4_value,0.00207173
11,bigstep,HPR,beta4_value,-0.00564372
12,bigstep,HPR,beta4_value,-0.03234705
13,bigstep,HPR,beta4_value,0.00951209
14,bigstep,HPR,beta4_value,-0.007899489999999999
15,bigstep,HPR,beta4_value,-0.0392652
16,bigstep,HPR,beta4_value,0.01132785
17,bigstep,HPR,beta4_value,0.016086700000000002
18,bigstep,HPR,beta4_value,-0.003691825
19,bigstep,HPR,beta4_value,-0.009004485
20,bigstep,HPR,beta4_value,6.025335e-4
21,bigstep,HPR,beta4_value,0.008636715
22,bigstep,HPR,beta4_value,0.0014425549999999999
23,bigstep,HPR,beta4_value,-0.011282549999999999
24,bigstep,HPR,beta4_value,0.0118791
25,bigstep,HPR,beta4_value,0.014864100000000002
26,bigstep,HPR,beta4_value,0.0230123
27,bigstep,HPR,beta4_value,0.0052388750000000005
28,bigstep,HPR,beta4_value,-0.00559894
29,bigstep,HPR,beta4_value,-0.008061744999999999
30,bigstep,HPR,beta4_value,0.007686065000000001
31,bigstep,HPR,beta4_value,-0.006612450000000001
32,bigstep,HPR,beta4_value,-0.002726745
33,bigstep,HPR,beta4_value,0.009649129999999999
34,bigstep,HPR,beta4_value,0.002775685
35,bigstep,HPR,beta4_value,0.00496134
36,bigstep,HPR,beta4_value,-7.706335e-4
37,bigstep,HPR,beta4_value,0.005872385
38,bigstep,HPR,beta4_value,-0.003839055
39,bigstep,HPR,beta4_value,-0.0023221400000000003
40,bigstep,HPR,beta4_value,-0.0106197
41,bigstep,HPR,beta4_value,0.01376025
42,bigstep,HPR,beta4_value,-0.01929635
43,bigstep,HPR,beta4_value,-0.006722275
44,bigstep,HPR,beta4_value,0.009327970000000001
45,bigstep,HPR,beta4_value,0.00363876
46,bigstep,HPR,beta4_value,-0.00723513
47,bigstep,HPR,beta4_value,-0.00133927
48,bigstep,HPR,beta4_value,0.001903385
49,bigstep,HPR,beta4_value,-0.004621854999999999
50,bigstep,HPR,beta4_value,0.004960005
51,bigstep,HPR,beta4_value,-0.005914900000000001
52,bigstep,HPR,beta4_value,0.00537021
53,bigstep,HPR,beta4_value,0.020887000000000003
54,bigstep,HPR,beta4_value,0.014763700000000001
